上海台,#genre#
邯郸新闻综合频道,http://live.hd.hdbs.cn/video/s10001-2021hdxwzh/index.m3u8
邯郸公共频道,https://jwliveqxzb.hebyun.com.cn/hdgg/hdgg.m3u8
沧州电视台一套,http://czlive.czgd.tv:85/live/xnyt.m3u8
沧州电视台二套,http://czlive.czgd.tv:85/live/xnet.m3u8
河南台,#genre#
巩义新闻综合频道,http://live.dxhmt.cn:9081/tv/10181-1.m3u8
沁阳新闻综合频道,http://live.dxhmt.cn:9081/tv/10882-1.m3u8
新县新闻综合频道,http://live.dxhmt.cn:9081/tv/11523-1.m3u8
济源电视台一套,http://live.dxhmt.cn:9081/tv/19001-1.m3u8
浙江台,#genre#
杭州综合频道,https://live.hoolo.tv/hztv1/playlist.m3u8?auth_key=1705120278-0-0-4dafbed4f48da96a2e7f7924a0aab7cd
杭州影视频道,https://live3.hoolo.tv/hztv4/playlist.m3u8?auth_key=1705117918-0-0-8c15b77cb9cdd4a57d01a9ac7db51f8c
萧山生活频道,http://l.cztvcloud.com/channels/lantian/SXxiaoshan2/720p.m3u8
余杭未来频道,http://l.cztvcloud.com/channels/lantian/SXyuhang3/720p.m3u8
临平新闻综合频道,http://l.cztvcloud.com/channels/lantian/SXyuhang2/720p.m3u8
宁波电视台1套,http://liveplay.nbtv.cn/live/nbtv1_md.m3u8?auth_key=1705120883-0-0-0b5ee16aeae3ed9fd1639b6a695bc344
宁波电视台2套,http://liveplay.nbtv.cn/live/nbtv2_md.m3u8?auth_key=1705119422-0-0-40aa8ef8d53f7655f61fc311216385ee
宁波电视台3套,http://liveplay.nbtv.cn/live/nbtv3_md.m3u8?auth_key=1705120894-0-0-f0d8e7a0b77351cee5965b2ea17dd20b
宁波4套影视频道,http://liveplay.nbtv.cn/live/nbtv4_md.m3u8?auth_key=1705118264-0-0-b5f7f5764b6b1bb009e7c9c26aaf39b2
上虞新商都频道,http://l.cztvcloud.com/channels/lantian/SXshangyu3/720p.m3u8
嵊州新闻综合频道,http://l.cztvcloud.com/channels/lantian/SXshengzhou1/720p.m3u8
金华电视台新闻综合频道,http://live.plus.jinhua.com.cn/xwzh/playlist.m3u8
湖北台,#genre#
荆门公共频道,http://stream.jmtv.com.cn/ngpd/sd/live.m3u8
荆门教育频道,http://stream.jmtv.com.cn/ggsh/sd/live.m3u8
湖南台,#genre#
湖南娱乐频道,http://phonews.qing.mgtv.com/nn_live/nn_x64/dWlwPTEwMy43MS43MC4xMDMmcWlkPSZzPWE2NGEwZTE3M2FkMTQ4NGJiZWVjMzI4YTA2MmE5YWI0JmVzPTE3MDUxMzQyOTkmdXVpZD0wMzQ0ZWUwYThhYjc4NWM4ZGNjNWE1MTc0YzFlOTFkMi02NzQ3NDY2NyZ2PTImYXM9MCZjZG5leF9pZD13c19waG9uZTM,/HNYLMPP360.m3u8
湖南经视,http://phonetx.qing.mgtv.com/nn_live/nn_x64/dWlwPTEwMy43MS43MC4xMDMmcWlkPSZzPWJiNGEzMmI1ZjgzMDNiMDJmNWIzMzkwOWZhMWZiZDlkJmVzPTE3MDUxNDE2NzImdXVpZD04Y2I4ODBjMGE3ZWY1YjIxNDcyNGUwNDJiODFhNGE3Mi02NzQ3NDY2NyZ2PTImYXM9MCZjZG5leF9pZD10eF9waG9uZV9saXZl/HNJSMPP360.m3u8
湖南电视剧频道,http://phonetx.qing.mgtv.com/nn_live/nn_x64/dWlwPTEwMy43MS43MC4xMDMmcWlkPSZzPTU0YTliYzllNDEwZWI3OGE1OTc0ZDlmZGUyYjljYzM1JmVzPTE3MDUxNDQ1OTgmdXVpZD05Y2JlOTlhMjFhN2EwOWRhMjNlNGQxYWZkZDY4NjMwNS02NzQ3NDY2NyZ2PTImYXM9MCZjZG5leF9pZD10eF9waG9uZV9saXZl/HNDSJMPP360.m3u8
金鹰纪实频道,https://phoneqq.qing.mgtv.com/nn_live/nn_x64/cWlkPSZzPWQyZTFjMmUyN2RjMTZiMDVjZDA3OWNiNzQ4NDcxYzE4JmVzPTE3MDUxMzE1NjcmdXVpZD05OGJlMDFjODFiNDM5NzQ3NWEzMmJiN2I5ZTFiMTRlMS02NzQ3NDY2NyZ2PTImYXM9MCZjZG5leF9pZD1xcV9waG9uZV9saXZl/JYJSMPP360.m3u8
金鹰卡通,http://phonetx.qing.mgtv.com/nn_live/nn_x64/cWlkPSZzPWI2YWU1N2JiZWQ2MDBkNjA3ZDVlZmVlMjM3OWZlOGY5JmVzPTE3MDUxNDQxMDkmdXVpZD04NjA0MDJhZGZjMDJkNDYxZGUwYWRmYmFjNmU0OTRmNy02NzQ3NDY2NyZ2PTImYXM9MCZjZG5leF9pZD10eF9waG9uZV9saXZl/JYKTMPP360.m3u8
湖南国际频道,http://phonews.qing.mgtv.com/nn_live/nn_x64/dWlwPTEwMy43MS43MC4xMDMmcWlkPSZzPTZkY2IwMzcwNDdkMDU0Mzg0ZDE4M2I0MjVhZjQ1MGE2JmVzPTE3MDUxMzQ1ODImdXVpZD01ZWNlMWU3ZDQ0MTRlNWJlYWM5MTYzOWJmYzJhNTZlNS02NzQ3NDY2NyZ2PTImYXM9MCZjZG5leF9pZD13c19waG9uZTM,/HNGJMPP360.m3u8
湖南卫视快乐垂钓频道,http://phonews.qing.mgtv.com/nn_live/nn_x64/cWlkPSZzPTJhOGJhYjQzMzY4NmVhOTA1YjM0NWJjNDc5ZTA4MzVkJmVzPTE3MDUxMjkzNzcmdXVpZD0wYWM4Mjc5MjkyZmUzOTc1ZDFhYWQ0YTE1OTk4N2FjZC02NzQ3NDY2NyZ2PTImYXM9MCZjZG5leF9pZD13c19waG9uZTM,/KLCDMPP360.m3u8
湖南快乐购,http://phonetx.qing.mgtv.com/nn_live/nn_x64/dWlwPTEwMy43MS43MC4xMDMmcWlkPSZzPTJiOGYzYjdmOTNlYjY3MzM5ZDZlYTgyM2MxM2YwNmQwJmVzPTE3MDUxMTcwNzkmdXVpZD1iZGYxZjg5YjI2NTMxYTkxNjY4MjRhMTMwZjA5Y2RjYi02NzQ3NDY2NyZ2PTImYXM9MCZjZG5leF9pZD10eF9waG9uZV9saXZl/KLGMPP360.m3u8
湖南卫视,http://221.213.43.82:8888/newlive/live/hls/23/live.m3u8
茶频道,http://phonetx.qing.mgtv.com/nn_live/nn_x64/cWlkPSZzPTMyNjhkMzhmNjcxNjA4YTJiYTNmMDUwMjA4YzIwYWQyJmVzPTE3MDUxMjAyODEmdXVpZD1jZmVmMjQzOGMzZmIyMWYwNjRhZmFkNzQyN2EyNTEyMy02NzQ3NDY2NyZ2PTImYXM9MCZjZG5leF9pZD10eF9waG9uZV9saXZl/CPDMPP360.m3u8
长沙新闻频道,http://phonetx.qing.mgtv.com/nn_live/nn_x64/cWlkPSZzPTA3NmFiNTU0OTNhOTNjY2FlYWY2OTBlNTYxYmFjZDUyJmVzPTE3MDUxNDEyMDImdXVpZD03OWQzM2I0YWMzMjM4ZGI4NWQ1YWRlYjMzN2E2OGU4ZC02NzQ3NDY2NyZ2PTImYXM9MCZjZG5leF9pZD10eF9waG9uZV9saXZl/CSXWMPP360.m3u8
长沙政法频道,http://phonetx.qing.mgtv.com/nn_live/nn_x64/cWlkPSZzPWE0OWY4OGI5MWFhMDQ5NjQ4MTFkNjM2MjcyNDZhZDE4JmVzPTE3MDUxNDEyMDImdXVpZD03OGFlYjNkMzJlYTAyMTdmM2E5NzVjN2Q3ZTg3ODYyNS02NzQ3NDY2NyZ2PTImYXM9MCZjZG5leF9pZD10eF9waG9uZV9saXZl/CSZFMPP360.m3u8
长沙女性频道,http://phonews.qing.mgtv.com/nn_live/nn_x64/cWlkPSZzPWEzYWE5NzcxMmQ1MGU3MmUyNWQ1NjRkNjE2NDBhY2E5JmVzPTE3MDUxNDM2MDImdXVpZD0wNDg2NWU4NzhkMDA0ZjNmOTcxYjVkMDcyNWViYzZkNi02NzQ3NDY2NyZ2PTImYXM9MCZjZG5leF9pZD13c19waG9uZTM,/CSNXMPP360.m3u8
湘潭新闻综合频道,http://live.hnxttv.com:9601/live/xwzh/800K/tzwj_video.m3u8
福建台,#genre#
龙岩新闻综合频道,http://stream.lytv.net.cn/2/sd/live.m3u8
新罗TV频道,http://stream.lyxltv.com/xltv/sd/live.m3u8
漳州一套新闻综合频道,http://31182.hlsplay.aodianyun.com/lms_31182/tv_channel_175.m3u8
西藏台,#genre#
西藏影视文化频道,https://tv.vtibet.cn/live/gHxCmvaVjK68XL.m3u8?secret=872009b8407e6c1018aea33a413e4e46&time=65a225b4
贵州台,#genre#
贵州2频道公共频道,http://9bwaz8y2.gzstv.com/live/CH02_lo.m3u8?txSecret=f1b7036bcc011c2f7e41ac8ab775d12a&txTime=65A224AB
贵州4频道大众生活频道,http://9bwaz8y2.gzstv.com/live/CH04_lo.m3u8?txSecret=d9e5d5ef6d86661e09824050fc37e610&txTime=65A224B8
贵州5频道,https://9bwaz8y2.gzstv.com/live/CH05_lo.m3u8?txSecret=955759f78308de2b66a356e1aeaa55ca&txTime=65A224C2
贵州6频道科教健康频道,https://9bwaz8y2.gzstv.com/live/CH06_lo.m3u8?txSecret=96775114a9cf0e3f667ac6544040db29&txTime=65A223C6
贵州移动电视频道,https://9bwaz8y2.gzstv.com/live/CH13_lo.m3u8?txSecret=45ec3af97f4e36ac7ec0e66271d5361c&txTime=65A22396
重庆台,#genre#
重庆新闻频道,https://sjlivecdn9.cbg.cn/202401131222/app_2/_definst_/ls_3.stream/chunklist.m3u8
开州综合频道,https://qxlmlive9.cbg.cn/applive/kzpd01/chunklist.m3u8
忠县综合频道,https://qxlmlive9.cbg.cn/applive/zxtv2/chunklist.m3u8
忠县文旅频道,https://qxlmlive9.cbg.cn/applive/zxtv2/chunklist.m3u8
陕西台,#genre#
陕西一套新闻资讯频道,http://stream.snrtv.com/sxbc-1-fioqGP.m3u8
陕西二套都市青春频道,http://stream.snrtv.com/sxbc-2-LMSUV3.m3u8
香港台,#genre#
凤凰中文,http://113.117.74.17:8081/hls/37/index.m3u8
黑龙江台,#genre#
哈尔滨新闻综合频道,http://stream.hrbtv.net/xwzh/sd/live.m3u8
哈尔滨生活频道,http://stream.hrbtv.net/shpd/sd/live.m3u8
哈尔滨娱乐频道,http://stream.hrbtv.net/ylpd/sd/live.m3u8
哈尔滨影视频道,http://stream.hrbtv.net/yspd/sd/live.m3u8
